user_id,isbn,rating
28735,0971880107,1.4568250179290771
32329,0971880107,2.6331183910369873
33535,0971880107,1.0129733085632324
37538,0971880107,2.1097376346588135
40841,0971880107,3.116299629211426
41596,0971880107,3.7914419174194336
45666,0971880107,4.093437671661377
46398,0971880107,4.685399055480957
49954,0971880107,1.0281832218170166
51803,0971880107,2.1960461139678955
55894,0971880107,3.532426357269287
59994,0971880107,7.311243057250977
60633,0971880107,2.152122974395752
61028,0971880107,2.961873769760132
64819,0971880107,5.672671794891357
65145,0971880107,5.894018173217773
65370,0971880107,1.5903842449188232
67636,0971880107,3.197577714920044
67704,0971880107,1.994403600692749
69378,0971880107,3.5769524574279785
70153,0971880107,5.841403007507324
71162,0971880107,5.512646675109863
71464,0971880107,3.351736068725586
72030,0971880107,2.318598985671997
74910,0971880107,4.336036682128906
79738,0971880107,3.9333791732788086
83469,0971880107,1.9060876369476318
84682,0971880107,4.773960590362549
89867,0971880107,2.9726147651672363
91254,0971880107,3.7555994987487793
92727,0971880107,3.2672500610351562
98655,0971880107,4.512297630310059
104268,0971880107,3.9500913619995117
111433,0971880107,4.8589043617248535
114434,0971880107,3.353168487548828
121070,0971880107,2.1322247982025146
127619,0971880107,2.593588352203369
128447,0971880107,3.214095115661621
130915,0971880107,3.806818723678589
133645,0971880107,3.1821908950805664
136139,0971880107,1.6849563121795654
136237,0971880107,4.3632917404174805
141842,0971880107,5.510371208190918
142600,0971880107,4.879021167755127
144133,0971880107,2.3907735347747803
148191,0971880107,2.946829319000244
150657,0971880107,3.103343963623047
157783,0971880107,2.6042656898498535
159720,0971880107,1.6571969985961914
160241,0971880107,2.232076644897461
161726,0971880107,1.7242987155914307
171506,0971880107,3.2063136100769043
172406,0971880107,5.72969388961792
173190,0971880107,2.968752861022949
173315,0971880107,2.900718927383423
174657,0971880107,3.7346460819244385
175254,0971880107,1.6693387031555176
178072,0971880107,2.9970486164093018
179791,0971880107,4.026858329772949
180149,0971880107,1.7599663734436035
180447,0971880107,2.3438560962677
180795,0971880107,5.196137428283691
181316,0971880107,3.7257559299468994
190885,0971880107,1.9912521839141846
191214,0971880107,3.549943208694458
197550,0971880107,4.673812389373779
198045,0971880107,4.9080352783203125
201521,0971880107,0.257479190826416
204652,0971880107,3.4800667762756348
208478,0971880107,4.146851539611816
209486,0971880107,2.6817970275878906
210695,0971880107,2.3418471813201904
216262,0971880107,2.5702292919158936
216397,0971880107,4.678257942199707
219132,0971880107,4.2131757736206055
219949,0971880107,4.619413375854492
225832,0971880107,3.54188871383667
230436,0971880107,3.6191353797912598
233451,0971880107,4.854145050048828
233857,0971880107,4.200409412384033
233871,0971880107,4.0249762535095215
234784,0971880107,3.7875876426696777
234925,0971880107,3.974378824234009
235506,0971880107,2.8072588443756104
235698,0971880107,2.8728291988372803
237283,0971880107,4.678555011749268
239847,0971880107,2.9256021976470947
240541,0971880107,5.6674323081970215
242639,0971880107,6.867398738861084
245829,0971880107,4.559690952301025
246344,0971880107,3.474432945251465
248566,0971880107,2.1726911067962646
249827,0971880107,3.7327849864959717
254589,0971880107,2.510890483856201
258675,0971880107,2.3323562145233154
260897,0971880107,-0.08279508352279663
261015,0971880107,5.474770545959473
263078,0971880107,5.1521382331848145
263979,0971880107,2.1668288707733154
264415,0971880107,4.037755012512207
267881,0971880107,3.68418288230896
269607,0971880107,2.3159430027008057
269852,0971880107,3.718987464904785
271364,0971880107,1.9631010293960571
22463,0345402871,5.168336391448975
28731,0345402871,6.530081748962402
35945,0345402871,5.757057189941406
37511,0345402871,9.721348762512207
41084,0345402871,8.42930793762207
55892,0345402871,7.11572265625
67244,0345402871,6.136556625366211
86680,0345402871,6.817544937133789
107244,0345402871,8.275594711303711
170154,0345402871,4.578331470489502
204591,0345402871,3.1524405479431152
234162,0345402871,5.4927659034729
234672,0345402871,6.952606201171875
236235,0345402871,9.722705841064453
267377,0345402871,6.7574896812438965
275195,0345402871,8.224900245666504
1848,0345417623,7.384212493896484
10470,0345417623,7.719598770141602
16551,0345417623,5.846159934997559
19085,0345417623,7.734861373901367
30594,0345417623,4.807801246643066
32188,0345417623,9.458359718322754
58351,0345417623,7.999892711639404
61935,0345417623,5.551570415496826
67236,0345417623,7.960787773132324
80538,0345417623,7.946781635284424
103176,0345417623,5.515529632568359
105925,0345417623,7.668190002441406
106007,0345417623,6.845582008361816
110700,0345417623,9.625053405761719
115435,0345417623,9.2037935256958
119205,0345417623,5.983013153076172
132392,0345417623,6.397536277770996
133462,0345417623,4.658385753631592
135149,0345417623,6.117527008056641
152015,0345417623,7.7884931564331055
161385,0345417623,7.070857524871826
165253,0345417623,6.334759712219238
179843,0345417623,5.174803733825684
185006,0345417623,7.956401824951172
191049,0345417623,3.910411834716797
192479,0345417623,9.031996726989746
197272,0345417623,5.272737979888916
210035,0345417623,7.886654376983643
225989,0345417623,7.165572166442871
227305,0345417623,5.124969005584717
231518,0345417623,8.640204429626465
234879,0345417623,4.238472938537598
235498,0345417623,8.60262680053711
240660,0345417623,5.492464542388916
248468,0345417623,7.21136474609375
249058,0345417623,8.87623405456543
254303,0345417623,3.686406135559082
266678,0345417623,4.877225875854492
266819,0345417623,5.505563735961914
22255,0312978383,2.6170156002044678
31040,0312978383,7.604216575622559
61901,0312978383,8.719341278076172
135317,0312978383,6.858335018157959
135965,0312978383,7.819586277008057
147978,0312978383,8.85743522644043
17,0425099148,3.8430373668670654
180975,0553264990,8.371548652648926
25981,0553278398,5.124372959136963
37168,0553278398,9.789423942565918
234672,0553278398,8.239376068115234
98930,0684823802,6.928618907928467
17,0891075275,3.8959429264068604
141493,0891075275,8.365568161010742
162639,0891075275,9.31026840209961
175815,0891075275,6.770625114440918
136255,0891076182,3.338188648223877
151373,0891076182,5.88519287109375
161903,0891076182,6.182565689086914
119027,0375759778,5.447871208190918
235867,0375759778,6.676319599151611
101606,0425163091,7.866715431213379
122519,0375406328,6.66056489944458
237856,0375406328,7.46887731552124
2766,0446310786,8.674132347106934
8253,0446310786,10.30363655090332
13850,0446310786,7.373100757598877
17950,0446310786,6.24534273147583
45340,0446310786,9.49838638305664
46443,0446310786,9.444357872009277
49204,0446310786,8.385788917541504
55187,0446310786,7.9471845626831055
57398,0446310786,9.348245620727539
59038,0446310786,10.17771053314209
63545,0446310786,9.396617889404297
72886,0446310786,7.525294780731201
89874,0446310786,9.89648723602295
98440,0446310786,9.127793312072754
98468,0446310786,9.535394668579102
101126,0446310786,3.850220203399658
104657,0446310786,7.7680253982543945
117577,0446310786,8.337125778198242
129641,0446310786,10.3045072555542
137746,0446310786,10.043063163757324
138543,0446310786,7.584932327270508
157851,0446310786,8.477638244628906
160509,0446310786,8.226332664489746
168047,0446310786,8.156055450439453
178953,0446310786,10.942811965942383
181176,0446310786,7.880936145782471
184299,0446310786,9.880858421325684
192353,0446310786,7.691910266876221
204494,0446310786,7.005410194396973
204762,0446310786,6.088533401489258
209160,0446310786,10.056139945983887
209516,0446310786,9.122137069702148
209724,0446310786,7.227960109710693
209789,0446310786,7.591089248657227
226847,0446310786,8.698309898376465
234205,0446310786,8.258795738220215
235030,0446310786,8.303491592407227
236058,0446310786,9.452377319335938
240567,0446310786,9.195133209228516
246759,0446310786,7.069858551025391
251422,0446310786,7.923341751098633
251844,0446310786,9.315008163452148
261611,0446310786,7.153120517730713
2766,0449005615,8.95435619354248
11676,0449005615,5.9793901443481445
25981,0449005615,6.113990306854248
28945,0449005615,7.286746978759766
65791,0449005615,7.141806602478027
88738,0449005615,10.051380157470703
94542,0449005615,6.278402805328369
95173,0449005615,6.962818145751953
124175,0449005615,8.733156204223633
125222,0449005615,7.621731281280518
126604,0449005615,8.32632064819336
127359,0449005615,8.058560371398926
132686,0449005615,8.05286979675293
135149,0449005615,9.053675651550293
148263,0449005615,10.141408920288086
174807,0449005615,7.640553951263428
180314,0449005615,7.294577121734619
204783,0449005615,8.870429992675781
206107,0449005615,5.345586776733398
208510,0449005615,8.97707462310791
214223,0449005615,7.192602157592773
240710,0449005615,7.015008926391602
269280,0449005615,8.202695846557617
277722,0449005615,7.891217231750488
20462,0060168013,9.104818344116211
36554,0060168013,10.359131813049316
149667,0060168013,5.3527936935424805
223096,0060168013,6.323878765106201
258147,0060168013,9.964873313903809
105904,0061099686,6.222261905670166
142579,0061099686,6.407036781311035
47316,0553582909,5.807872295379639
204524,0553582909,5.332136631011963
22045,0671888587,7.147884368896484
25981,0671888587,3.8985660076141357
39440,0671888587,6.873579978942871
59269,0671888587,7.457970142364502
168702,0671888587,5.546594619750977
173481,0671888587,5.659002304077148
264031,0671888587,8.873464584350586
264082,0671888587,4.939104080200195
39662,0553582747,5.421433925628662
49377,0553582747,7.285012245178223
90657,0553582747,3.719686985015869
106849,0553582747,10.27423095703125
108405,0553582747,7.255355358123779
110973,0553582747,7.586578369140625
128732,0553582747,7.659995079040527
165267,0553582747,7.152207851409912
170997,0553582747,8.432235717773438
171968,0553582747,7.624617576599121
218836,0553582747,4.29292106628418
232736,0553582747,8.22039794921875
241666,0553582747,7.554653167724609
248594,0553582747,7.61019229888916
8870,0425182908,3.7732017040252686
16010,0425182908,4.778919219970703
19570,0425182908,3.1242449283599854
30035,0425182908,2.3598828315734863
45315,0425182908,5.473462104797363
82842,0425182908,3.0275628566741943
83287,0425182908,6.461925506591797
88278,0425182908,4.424792289733887
108405,0425182908,5.849357604980469
128742,0425182908,2.639225482940674
195386,0425182908,3.866367816925049
201568,0425182908,4.376382350921631
244484,0425182908,5.350279808044434
256407,0425182908,5.497792720794678
18979,042518630X,4.664405345916748
23624,042518630X,7.2162065505981445
42256,042518630X,7.799253463745117
72238,042518630X,7.604574203491211
98391,042518630X,8.502755165100098
153662,042518630X,7.761534690856934
227520,042518630X,7.857316970825195
91103,0440223571,6.072260856628418
94385,0440223571,3.4596681594848633
101422,0440223571,4.1925129890441895
240144,0440223571,8.727561950683594
35859,0842342702,7.078780174255371
67627,0842342702,6.737539768218994
68984,0842342702,8.685121536254883
108306,0842342702,3.8946094512939453
135855,0842342702,8.696826934814453
246230,0842342702,8.034228324890137
251003,0842342702,6.972955226898193
251501,0842342702,5.201200008392334
260974,0842342702,5.671528339385986
51,0440225701,6.167362213134766
6866,0440225701,6.879950523376465
32036,0440225701,4.385692596435547
32524,0440225701,5.760421276092529
36286,0440225701,8.251786231994629
43619,0440225701,8.093881607055664
56307,0440225701,8.698853492736816
84882,0440225701,7.305668830871582
119631,0440225701,8.666980743408203
130658,0440225701,2.050839424133301
134247,0440225701,6.63969612121582
137589,0440225701,7.649125099182129
159506,0440225701,5.808375835418701
174726,0440225701,3.69956111907959
207440,0440225701,7.397634029388428
209373,0440225701,5.9853925704956055
224427,0440225701,6.458489418029785
227705,0440225701,6.9996018409729
229011,0440225701,4.695128440856934
231251,0440225701,6.2168731689453125
232316,0440225701,5.549246788024902
232945,0440225701,7.952665328979492
233526,0440225701,7.152978897094727
236172,0440225701,8.57444953918457
269614,0440225701,8.306331634521484
277922,0440225701,7.932888031005859
278333,0440225701,6.340200424194336
53,0060914068,6.8703789710998535
53,0245542957,6.726146697998047
209229,0380715899,6.968808174133301
58151,0671623249,8.221460342407227
75852,0671623249,6.202625274658203
114655,0671623249,4.08511209487915
255092,0671623249,8.542566299438477
259793,0671623249,6.000537395477295
58252,0679810307,7.916464328765869
75908,0679865691,5.006061553955078
245988,0345260317,7.380300998687744
11718,042511774X,6.372208595275879
111979,042511774X,5.132424831390381
114544,042511774X,4.700447082519531
152186,042511774X,6.354464530944824
152990,042511774X,7.277099132537842
180915,042511774X,1.5769245624542236
186848,042511774X,6.858903408050537
223154,042511774X,4.312432765960693
241652,042511774X,2.9561238288879395
1650,0804106304,7.251272201538086
1773,0804106304,6.720662593841553
3026,0804106304,7.156161308288574
7958,0804106304,8.332547187805176
11657,0804106304,4.95750617980957
25966,0804106304,7.5192484855651855
28204,0804106304,8.85134506225586
30806,0804106304,7.158106803894043
36677,0804106304,8.387133598327637
36907,0804106304,8.131721496582031
45557,0804106304,9.102280616760254
49980,0804106304,8.390323638916016
60707,0804106304,6.818370819091797
68721,0804106304,7.618070125579834
96009,0804106304,8.44599437713623
96357,0804106304,8.243860244750977
106946,0804106304,6.96778678894043
122793,0804106304,8.530797958374023
142970,0804106304,6.854860782623291
144555,0804106304,8.725940704345703
158258,0804106304,8.227581977844238
158559,0804106304,7.188531875610352
168804,0804106304,7.11679744720459
194156,0804106304,7.660222053527832
203213,0804106304,8.826765060424805
212789,0804106304,6.67580509185791
218379,0804106304,6.488309860229492
227422,0804106304,8.186261177062988
229313,0804106304,8.755341529846191
233889,0804106304,8.277822494506836
234622,0804106304,7.474889278411865
244293,0804106304,8.102086067199707
250353,0804106304,6.642218112945557
258270,0804106304,6.977828502655029
264152,0804106304,8.346097946166992
269566,0804106304,7.328354835510254
270713,0804106304,8.004075050354004
274325,0804106304,6.879070281982422
255679,1853262404,4.4173970222473145
118135,1853260053,8.356935501098633
222716,1853260053,7.850735187530518
73,0060938412,4.834053993225098
23869,0060938412,5.881513595581055
7082,0140067477,5.558673858642578
9660,0140067477,7.871591567993164
11676,0140067477,6.174145698547363
32773,0140067477,6.942933559417725
43157,0140067477,9.733752250671387
72532,0140067477,6.381136417388916
74833,0140067477,8.162285804748535
89851,0140067477,6.533207893371582
101731,0140067477,7.949751377105713
132550,0140067477,6.2101731300354
139387,0140067477,9.71828842163086
144120,0140067477,5.153191566467285
169979,0140067477,6.945145130157471
180865,0140067477,2.8419551849365234
182442,0140067477,8.075130462646484
197727,0140067477,6.780573844909668
226965,0140067477,6.531149864196777
231393,0140067477,4.744799613952637
238396,0140067477,6.9112868309021
275276,0140067477,8.244147300720215
11451,0345465083,7.267821788787842
44893,0345465083,7.823892593383789
98097,0345465083,7.340907096862793
119768,0345465083,8.237493515014648
125009,0345465083,7.909746170043945
145412,0345465083,9.846931457519531
190844,0345465083,6.5534772872924805
194027,0345465083,6.734389781951904
208890,0345465083,8.126964569091797
218636,0345465083,8.487714767456055
228641,0345465083,7.742751598358154
254160,0345465083,8.01867961883545
11676,1558531025,7.087564945220947
39281,1558531025,5.897885799407959
53575,1558531025,6.499478816986084
60185,1558531025,10.070690155029297
108379,1558531025,6.6029276847839355
128406,1558531025,5.18550443649292
132851,1558531025,4.732372283935547
225087,1558531025,7.516337871551514
233642,1558531025,7.690264701843262
42463,0441783589,7.6264472007751465
53174,0441783589,8.444986343383789
62958,0441783589,9.034013748168945
79441,0441783589,8.16244125366211
203955,0441783589,5.933232307434082
207494,0441783589,6.548791408538818
12538,0394895894,7.668741703033447
162855,0394895894,7.507758140563965
193814,0394895894,6.550408363342285
16090,0375410538,5.772235870361328
52112,0375410538,7.122550964355469
223605,0375410538,6.715410232543945
83,087113375X,5.71348237991333
244964,0340767936,7.08513069152832
206794,0743403843,4.091886043548584
87,0375509038,6.124605178833008
280,0316769487,6.4787397384643555
7651,0316769487,7.5045270919799805
10134,0316769487,5.274001121520996
13850,0316769487,6.227075576782227
17183,0316769487,6.510287284851074
19127,0316769487,6.74076509475708
19132,0316769487,5.6569504737854
29570,0316769487,6.7871246337890625
42305,0316769487,8.284802436828613
56856,0316769487,7.109787940979004
61854,0316769487,3.9204044342041016
62172,0316769487,6.3995280265808105
67487,0316769487,7.180068016052246
74286,0316769487,6.170936107635498
86290,0316769487,6.785864353179932
102262,0316769487,7.881595611572266
108352,0316769487,6.482543468475342
109779,0316769487,7.459041118621826
112570,0316769487,6.226220607757568
113030,0316769487,9.076242446899414
117073,0316769487,5.2713117599487305
123936,0316769487,5.78587007522583
135418,0316769487,6.714921474456787
139287,0316769487,5.042486190795898
141511,0316769487,7.589511394500732
142623,0316769487,7.008225917816162
174503,0316769487,6.741591453552246
185111,0316769487,5.579193592071533
186570,0316769487,6.9756951332092285
189080,0316769487,6.407741546630859
189939,0316769487,5.832849502563477
192083,0316769487,6.315695762634277
196133,0316769487,5.212184429168701
200226,0316769487,5.215893268585205
204864,0316769487,9.37884521484375
211303,0316769487,5.195901870727539
215829,0316769487,5.608023643493652
217012,0316769487,5.281081676483154
219209,0316769487,8.882376670837402
228021,0316769487,7.094440937042236
240643,0316769487,6.072103977203369
242309,0316769487,5.6136932373046875
244359,0316769487,5.204728603363037
247855,0316769487,4.4244561195373535
255045,0316769487,5.770915508270264
257145,0316769487,4.556736946105957
268300,0316769487,7.640052795410156
276165,0316769487,8.811029434204102
53808,8445071408,4.6388750076293945
136905,8445071408,8.315813064575195
192494,8445071408,5.395248889923096
92,8445071769,8.00556468963623
136905,8445071777,9.542867660522461
194864,8445071777,10.656044006347656
6575,0679429220,7.485002517700195
12154,0679429220,7.5960869789123535
22888,0679429220,8.895033836364746
41084,0679429220,7.318285942077637
52066,0679429220,6.898079872131348
60259,0679429220,7.2457685470581055
88412,0679429220,8.66512680053711
106036,0679429220,7.463340759277344
107286,0679429220,5.82976770401001
112001,0679429220,9.993413925170898
113904,0679429220,7.732257843017578
120147,0679429220,7.3469743728637695
124717,0679429220,9.060589790344238
168387,0679429220,7.374640464782715
169465,0679429220,7.450299263000488
185176,0679429220,9.376035690307617
198996,0679429220,8.901535034179688
219703,0679429220,6.55906867980957
240236,0679429220,8.082088470458984
241548,0679429220,7.292693138122559
251522,0679429220,6.391127586364746
36135,0671867156,9.382159233093262
79740,0671867156,4.2802581787109375
104636,0671867156,9.91287612915039
110160,0671867156,9.175662994384766
110973,0671867156,7.081193923950195
125519,0671867156,8.89722728729248
162827,0671867156,5.624279022216797
187236,0671867156,7.351308822631836
187801,0671867156,4.332207202911377
204432,0671867156,8.123674392700195
204804,0671867156,9.439711570739746
76151,0312252617,9.005858421325684
278202,0312252617,5.5716142654418945
11676,0312261594,3.6753573417663574
60028,0312261594,6.110188961029053
89391,0312261594,3.4839181900024414
41403,0316748641,6.448738098144531
99,0446677450,7.4774017333984375
45557,0446677450,7.689486503601074
62316,0446677450,8.22131061553955
67840,0446677450,9.12233829498291
166123,0446677450,6.98982048034668
208867,0446677450,7.005950927734375
257602,0446677450,4.303481101989746
268622,0446677450,7.858512878417969
274308,0446677450,5.9145827293396
5268,0451166892,8.32022476196289
16782,0451166892,7.440301418304443
55075,0451166892,9.421661376953125
68156,0451166892,9.641576766967773
81394,0451166892,7.145384788513184
82102,0451166892,10.414081573486328
135776,0451166892,6.685043811798096
163851,0451166892,6.630237102508545
172512,0451166892,9.382655143737793
172742,0451166892,8.441729545593262
188685,0451166892,8.624597549438477
189279,0451166892,9.805279731750488
191728,0451166892,6.681827545166016
204790,0451166892,7.354555130004883
209229,0451166892,7.424448013305664
223156,0451166892,8.463714599609375
276755,0451166892,7.286071300506592
231772,0553347594,7.506481170654297
6543,067976397X,8.953315734863281
21484,067976397X,8.290060997009277
28177,067976397X,8.416596412658691
85619,067976397X,6.729043960571289
135831,067976397X,8.227437973022461
149268,067976397X,7.453671455383301
212923,067976397X,8.28933048248291
6563,0786868716,7.8812456130981445
12154,0786868716,6.101958751678467
19433,0786868716,6.9694695472717285
22625,0786868716,8.722528457641602
23871,0786868716,8.690145492553711
25996,0786868716,6.602160453796387
28222,0786868716,9.295459747314453
39372,0786868716,8.416145324707031
39773,0786868716,8.00518798828125
60031,0786868716,8.763222694396973
60621,0786868716,8.34638500213623
61901,0786868716,8.147037506103516
87632,0786868716,7.492600440979004
92826,0786868716,5.948707580566406
100115,0786868716,8.076163291931152
101081,0786868716,8.301335334777832
108005,0786868716,8.09114933013916
108711,0786868716,6.794577121734619
116223,0786868716,5.0641889572143555
121786,0786868716,6.002912998199463
124298,0786868716,8.700302124023438
130263,0786868716,7.641338348388672
132389,0786868716,7.1493000984191895
135847,0786868716,7.1772050857543945
142759,0786868716,6.665456295013428
152651,0786868716,5.754307746887207
160670,0786868716,7.627918720245361
162538,0786868716,7.3196539878845215
164956,0786868716,6.209040641784668
168642,0786868716,8.840934753417969
174918,0786868716,7.795014381408691
179019,0786868716,6.437478542327881
182180,0786868716,7.604921340942383
182993,0786868716,8.33034610748291
201141,0786868716,6.004347324371338
204622,0786868716,5.128561019897461
209685,0786868716,6.3958740234375
216495,0786868716,8.417762756347656
225255,0786868716,5.928657531738281
226014,0786868716,6.494182109832764
235935,0786868716,9.26307201385498
236283,0786868716,8.521373748779297
241799,0786868716,6.299482345581055
248850,0786868716,7.323646545410156
253871,0786868716,7.137136459350586
253964,0786868716,7.063213348388672
263325,0786868716,6.036132335662842
263560,0786868716,6.463653564453125
270713,0786868716,6.899749279022217
175399,0671864769,6.347076416015625
109,0671521519,4.818324089050293
87141,0312953453,8.64214038848877
10596,0446608653,6.718533039093018
170568,0446608653,7.987802505493164
177838,0446608653,8.687620162963867
254863,0446608653,5.666561603546143
114,0446612545,8.618193626403809
2152,0446612545,6.087480545043945
17461,0446612545,7.168810844421387
28709,0446612545,7.046725273132324
37311,0446612545,5.218964576721191
37320,0446612545,6.393036842346191
43529,0446612545,5.496728420257568
66789,0446612545,4.415209770202637
104469,0446612545,7.32292366027832
118207,0446612545,6.023059844970703
159647,0446612545,9.157270431518555
160571,0446612545,6.023279190063477
161250,0446612545,7.622385025024414
183005,0446612545,7.401889801025391
188398,0446612545,6.9731035232543945
190925,0446612545,7.894888877868652
201674,0446612545,7.782035827636719
224997,0446612545,5.668066024780273
234165,0446612545,7.072505950927734
266268,0446612545,5.752621650695801
267703,0446612545,7.831853866577148
114,0446612618,6.038204669952393
223587,0446612618,5.377169609069824
54416,0451208080,9.550466537475586
119027,0451208080,6.000119209289551
131098,0451208080,5.891051292419434
33818,0553584383,5.238776206970215
201359,0553584383,4.660835266113281
223566,0553584383,5.9465532302856445
223879,0553584383,7.549119472503662
225886,0553584383,7.442511558532715
3373,0671027360,4.298685073852539
4092,0671027360,7.919585704803467
16106,0671027360,8.753787994384766
29209,0671027360,4.509737014770508
36326,0671027360,1.3579623699188232
43687,0671027360,7.648241996765137
44728,0671027360,7.519580841064453
46595,0671027360,8.412759780883789
50225,0671027360,5.0332136154174805
53456,0671027360,6.507135391235352
62966,0671027360,9.360235214233398
72575,0671027360,11.195975303649902
85757,0671027360,6.737777233123779
89602,0671027360,6.5727105140686035
89874,0671027360,8.763765335083008
91058,0671027360,11.495619773864746
109700,0671027360,8.710198402404785
110912,0671027360,8.353982925415039
127244,0671027360,6.885346412658691
128332,0671027360,5.824672698974609
129226,0671027360,7.917759895324707
131510,0671027360,6.2477006912231445
136762,0671027360,6.976863861083984
138995,0671027360,9.540913581848145
144742,0671027360,7.360110282897949
145724,0671027360,6.793035507202148
147451,0671027360,7.148935317993164
158226,0671027360,4.080509662628174
187463,0671027360,8.288013458251953
190708,0671027360,7.349102020263672
193499,0671027360,8.230522155761719
194243,0671027360,8.44235610961914
202058,0671027360,7.440133571624756
202379,0671027360,7.729739665985107
202942,0671027360,8.42287540435791
204622,0671027360,8.178152084350586
204777,0671027360,6.751789569854736
209373,0671027360,7.639563083648682
212853,0671027360,9.788394927978516
215794,0671027360,7.606790542602539
217107,0671027360,10.428942680358887
220339,0671027360,6.808583736419678
223154,0671027360,5.5751142501831055
223849,0671027360,9.610437393188477
226205,0671027360,9.081893920898438
230742,0671027360,5.7150373458862305
235282,0671027360,8.195135116577148
240567,0671027360,6.431252479553223
242528,0671027360,9.002589225769043
245102,0671027360,5.946826934814453
263877,0671027360,6.9336042404174805
272144,0671027360,7.955286979675293
278422,0671027360,6.769781112670898
172406,0812575954,9.571697235107422
29209,0316735736,5.480870246887207
100088,0316735736,9.685370445251465
253964,0316735736,7.085606098175049
3371,0743439740,6.722757339477539
4017,0743439740,8.540717124938965
11676,0743439740,5.4275360107421875
20060,0743439740,8.051901817321777
40889,0743439740,7.295729160308838
61901,0743439740,7.824671268463135
125518,0743439740,8.626691818237305
75306,0380619458,7.8416900634765625
204864,0380619458,9.643120765686035
268544,0380619458,8.82159423828125
148798,0451406923,8.362064361572266
31826,0671042858,9.126362800598145
81298,0671042858,3.6689698696136475
81434,0671042858,7.088831901550293
87051,0671042858,6.9960432052612305
107889,0671042858,8.143901824951172
109921,0671042858,7.6027374267578125
127036,0671042858,5.783246040344238
130722,0671042858,6.084507942199707
146230,0671042858,8.15740966796875
174375,0671042858,6.733819961547852
181781,0671042858,6.645950794219971
187762,0671042858,8.382575035095215
221687,0671042858,8.843055725097656
240289,0671042858,6.481148719787598
251651,0671042858,5.059061050415039
255289,0671042858,5.566921710968018
256950,0671042858,6.1637420654296875
268639,0671042858,4.788305282592773
274061,0671042858,8.692071914672852
98628,0316778508,6.870210647583008
199562,0743249992,9.127153396606445
230058,0743249992,8.865766525268555
23652,0425184226,6.786672592163086
35097,0425184226,7.011760711669922
102248,0425184226,6.607406139373779
103445,0425184226,7.244042873382568
114341,0425184226,7.4151153564453125
240484,0425184226,7.058053016662598
251890,0425184226,5.498645782470703
118434,0375500766,5.752594947814941
180591,9724119378,7.999770164489746
6575,0060929790,5.985980033874512
20627,0060929790,9.65999984741211
37974,0060929790,7.1875786781311035
43246,0060929790,8.244913101196289
146932,0060929790,9.91880989074707
201290,0060929790,7.3080267906188965
204802,0060929790,7.858386039733887
218721,0060929790,5.291450500488281
165,0060976845,4.728224277496338
11724,0060976845,8.121195793151855
26598,0060976845,8.118978500366211
39733,0060976845,6.850605487823486
40914,0060976845,6.943026542663574
60375,0060976845,7.160286903381348
